cve_id,published_date,last_modified_date,description,cvss_score
CVE-1999-0131,1996-09-11T04:00:00.000,2008-09-09T12:33:49.070,Buffer overflow and denial of service in Sendmail 8.7.5 and earlier through GECOS field gives root access to local users.,7.2
CVE-1999-1383,1996-09-13T04:00:00.000,2016-10-18T02:03:52.327,"(1) bash before 1.14.7, and (2) tcsh 6.05 allow local users to gain privileges via directory names that contain shell metacharacters (` back-tick), which can cause the commands enclosed in the directory name to be executed when the shell expands filenames using the \w option in the PS1 variable.",4.6
CVE-1999-1295,1996-09-17T04:00:00.000,2017-12-19T02:29:07.597,"Transarc DCE Distributed File System (DFS) 1.1 for Solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by DFS.",4.6
CVE-1999-0116,1996-09-19T04:00:00.000,2008-09-09T12:33:46.977,"Denial of service when an attacker sends many SYN packets to create multiple connections without ever sending an ACK to complete the connection, aka SYN flood.",5.0
CVE-1999-0961,1996-09-21T04:00:00.000,2016-10-18T02:00:02.150,HPUX sysdiag allows local users to gain root privileges via a symlink attack during log file creation.,6.2
CVE-1999-0206,1996-10-01T04:00:00.000,2022-08-17T07:15:13.877,MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.,10.0
CVE-1999-0246,1996-10-01T04:00:00.000,2022-08-17T07:15:14.950,HP Remote Watch allows a remote user to gain root access.,10.0
CVE-1999-0308,1996-10-01T04:00:00.000,2008-09-09T12:34:16.197,HP-UX gwind program allows users to modify arbitrary files.,4.6
CVE-1999-0319,1996-10-01T04:00:00.000,2022-08-17T08:15:09.657,Buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.,7.2
CVE-1999-0234,1996-10-08T04:00:00.000,2022-08-17T07:15:14.407,Bash treats any character with a value of 255 as a command separator.,4.6
CVE-1999-0075,1996-10-16T04:00:00.000,2008-09-09T12:33:40.353,PASV core dump in wu-ftpd daemon when attacker uses a QUOTE PASV command after specifying a username and password.,5.0
CVE-1999-0032,1996-10-25T04:00:00.000,2008-09-09T12:33:35.867,"Buffer overflow in lpr, as used in BSD-based systems including Linux, allows local users to execute arbitrary code as root via a long -C (classification) command line option.",7.2
CVE-1999-0277,1996-10-28T05:00:00.000,2022-08-17T07:15:15.877,The WorkMan program can be used to overwrite any file to get root access.,7.2
CVE-1999-1384,1996-10-30T05:00:00.000,2016-10-18T02:03:53.500,"Indigo Magic System Tour in the SGI system tour package (systour) for IRIX 5.x through 6.3 allows local users to gain root privileges via a Trojan horse .exitops program, which is called by the inst command that is executed by the RemoveSystemTour program.",7.2
CVE-1999-0311,1996-11-01T05:00:00.000,2008-09-09T12:34:16.413,fpkg2swpk in HP-UX allows local users to gain root access.,7.2
CVE-1999-0336,1996-11-01T05:00:00.000,2022-08-17T08:15:09.917,Buffer overflow in mstm in HP-UX allows local users to gain root access.,7.2
CVE-1999-1161,1996-11-03T05:00:00.000,2024-02-14T01:17:43.863,Vulnerability in ppl in HP-UX 10.x and earlier allows local users to gain root privileges by forcing ppl to core dump.,7.2
CVE-1999-0130,1996-11-16T05:00:00.000,2008-09-09T12:33:49.007,Local users can start Sendmail in daemon mode and gain root privileges.,7.2
CVE-1999-1221,1996-11-17T05:00:00.000,2017-12-19T02:29:03.957,dxchpwd in Digital Unix (OSF/1) 3.x allows local users to modify arbitrary files via a symlink attack on the dxchpwd.log file.,2.1
CVE-1999-1099,1996-11-22T05:00:00.000,2017-10-10T01:29:02.047,Kerberos 4 allows remote attackers to obtain sensitive information via a malformed UDP packet that generates an error string that inadvertently includes the realm name and the last user.,5.0
CVE-1999-1240,1996-11-26T05:00:00.000,2017-12-19T02:29:04.957,Buffer overflow in cddbd CD database server allows remote attackers to execute arbitrary commands via a long log message.,7.5
CVE-1999-0050,1996-12-01T05:00:00.000,2022-08-17T07:15:09.737,Buffer overflow in HP-UX newgrp program.,7.2
CVE-1999-0044,1996-12-03T05:00:00.000,2008-09-09T12:33:36.743,fsdump command in IRIX allows local users to obtain root access by modifying sensitive files.,7.2
CVE-1999-0129,1996-12-03T05:00:00.000,2022-08-17T06:15:10.900,Sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.,4.6
CVE-1999-0043,1996-12-04T05:00:00.000,2022-08-17T07:15:09.403,"Command execution via shell metachars in INN daemon (innd) 1.5 using ""newgroup"" and ""rmgroup"" control messages, and others.",10.0
CVE-1999-1401,1996-12-05T05:00:00.000,2008-09-05T20:19:26.070,Vulnerability in Desktop searchbook program in IRIX 5.0.x through 6.2 sets insecure permissions for certain user files (iconbook and searchbook).,4.6
CVE-1999-0045,1996-12-10T05:00:00.000,2022-08-17T07:15:09.487,List of arbitrary files on Web host via nph-test-cgi script.,7.5
CVE-1999-0096,1996-12-10T05:00:00.000,2008-09-09T12:33:41.883,Sendmail decode alias can be used to overwrite sensitive files.,5.0
CVE-1999-0101,1996-12-10T05:00:00.000,2008-09-09T12:33:45.460,"Buffer overflow in AIX and Solaris ""gethostbyname"" library call allows root access through corrupt DNS host names.",10.0
CVE-1999-0297,1996-12-12T05:00:00.000,2022-08-17T08:15:09.077,Buffer overflow in Vixie Cron library up to version 3.0 allows local users to obtain root access via a long environmental variable.,7.2
CVE-1999-1089,1996-12-13T05:00:00.000,2017-07-11T01:29:00.867,Buffer overflow in chfn command in HP-UX 9.X through 10.20 allows local users to gain privileges via a long command line argument.,7.2
CVE-1999-0128,1996-12-18T05:00:00.000,2022-08-17T07:15:11.577,"Oversized ICMP ping packets can result in a denial of service, aka Ping o' Death.",5.0
CVE-1999-0127,1996-12-19T05:00:00.000,2022-08-17T07:15:11.523,swinstall and swmodify commands in SD-UX package in HP-UX systems allow local users to create or overwrite arbitrary files to gain root access.,7.2
CVE-1999-1385,1996-12-19T05:00:00.000,2016-10-18T02:03:54.673,Buffer overflow in ppp program in FreeBSD 2.1 and earlier allows local users to gain privileges via a long HOME environment variable.,7.2
CVE-1999-1026,1996-12-20T05:00:00.000,2016-10-18T02:00:22.870,aspppd on Solaris 2.5 x86 allows local users to modify arbitrary files and gain root privileges via a symlink attack on the /tmp/.asppp.fifo file.,7.2
CVE-1999-0260,1996-12-24T05:00:00.000,2022-08-17T07:15:15.290,The jj CGI program allows command execution via shell metacharacters.,7.5
CVE-1999-1251,1996-12-24T05:00:00.000,2017-12-19T02:29:05.567,Vulnerability in direct audio user space code on HP-UX 10.20 and 10.10 allows local users to cause a denial of service.,2.1
CVE-1999-0100,1997-01-01T05:00:00.000,2022-08-17T07:15:11.050,"Remote access in AIX innd 1.5.1, using control messages.",10.0
CVE-1999-0163,1997-01-01T05:00:00.000,2022-08-17T10:15:11.120,"In older versions of Sendmail, an attacker could use a pipe character to execute root commands.",7.2
CVE-1999-0166,1997-01-01T05:00:00.000,2022-08-17T07:15:12.717,"NFS allows users to use a ""cd .."" command to access other directories besides the exported file system.",5.0
CVE-1999-0170,1997-01-01T05:00:00.000,2022-08-17T10:15:11.237,"Remote attackers can mount an NFS file system in Ultrix or OSF, even if it is denied on the access list.",7.5
CVE-1999-0171,1997-01-01T05:00:00.000,2022-08-17T10:15:11.293,Denial of service in syslog by sending it a large number of superfluous messages.,2.1
CVE-1999-0173,1997-01-01T05:00:00.000,2022-08-17T07:15:13.070,FormMail CGI program can be used by web servers other than the host server that the program resides on.,5.0
CVE-1999-0178,1997-01-01T05:00:00.000,2017-10-10T01:29:00.513,Buffer overflow in the win-c-sample program (win-c-sample.exe) in the WebSite web server 1.1e allows remote attackers to execute arbitrary code via a long query string.,7.5
CVE-1999-0179,1997-01-01T05:00:00.000,2023-11-07T01:54:55.627,"Windows NT crashes or locks up when a Samba client executes a ""cd .."" command on a file share.",5.0
CVE-1999-0180,1997-01-01T05:00:00.000,2022-08-17T10:15:11.343,in.rshd allows users to login with a NULL username and execute commands.,7.5
CVE-1999-0201,1997-01-01T05:00:00.000,2022-08-17T10:15:11.493,"A quote cwd command on FTP servers can reveal the full path of the home directory of the ""ftp"" user.",6.4
CVE-1999-0202,1997-01-01T05:00:00.000,2022-08-17T10:15:11.803,"The GNU tar command, when used in FTP sessions, may allow an attacker to execute arbitrary commands.",7.5
CVE-1999-0204,1997-01-01T05:00:00.000,2022-08-17T07:15:13.777,"Sendmail 8.6.9 allows remote attackers to execute root commands, using ident.",10.0
CVE-1999-0217,1997-01-01T05:00:00.000,2022-08-17T07:15:14.097,Malicious option settings in UDP packets could force a reboot in SunOS 4.1.3 systems.,5.0
CVE-1999-0236,1997-01-01T05:00:00.000,2022-08-17T07:15:14.527,ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.,5.0
CVE-1999-0249,1997-01-01T05:00:00.000,2022-08-17T10:15:12.187,Windows NT RSHSVC program allows remote users to execute arbitrary commands.,7.2
CVE-1999-0251,1997-01-01T05:00:00.000,2022-08-17T10:15:12.240,Denial of service in talk program allows remote attackers to disrupt a user's display.,5.0
CVE-1999-0252,1997-01-01T05:00:00.000,2022-08-17T10:15:12.293,Buffer overflow in listserv allows arbitrary command execution.,7.5
CVE-1999-0253,1997-01-01T05:00:00.000,2022-08-17T06:15:12.670,IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.,7.5
CVE-1999-0265,1997-01-01T05:00:00.000,2023-11-07T01:54:56.477,ICMP redirect messages may crash or lock up a host.,5.0
CVE-1999-0274,1997-01-01T05:00:00.000,2022-08-17T07:15:15.700,Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.,5.0
CVE-1999-0345,1997-01-01T05:00:00.000,2022-08-17T06:15:13.600,Jolt ICMP attack causes a denial of service in Windows 95 and Windows NT systems.,5.0
CVE-1999-0496,1997-01-01T05:00:00.000,2023-11-07T01:54:58.570,"A Windows NT 4.0 user can gain administrative rights by forcing NtOpenProcessToken to succeed regardless of the user's permissions, aka GetAdmin.",7.2
CVE-1999-0499,1997-01-01T05:00:00.000,2022-08-17T10:15:12.603,NETBIOS share information may be published through SNMP registry keys in NT.,7.5
CVE-1999-0503,1997-01-01T05:00:00.000,2022-08-17T08:15:13.310,A Windows NT local user or administrator account has a guessable password.,7.2
CVE-1999-0504,1997-01-01T05:00:00.000,2022-08-17T08:15:13.360,"A Windows NT local user or administrator account has a default, null, blank, or missing password.",7.5
CVE-1999-0510,1997-01-01T05:00:00.000,2022-08-17T10:15:12.810,A router or firewall allows source routed packets from arbitrary hosts.,7.5
CVE-1999-0511,1997-01-01T05:00:00.000,2022-08-17T10:15:12.857,IP forwarding is enabled on a machine which is not a router or firewall.,7.5
CVE-1999-0517,1997-01-01T05:00:00.000,2022-08-17T08:15:13.707,"An SNMP community name is the default (e.g. public), null, or missing.",7.5
CVE-1999-0518,1997-01-01T05:00:00.000,2022-08-17T08:15:13.753,A NETBIOS/SMB share password is guessable.,7.5
CVE-1999-0519,1997-01-01T05:00:00.000,2022-08-17T08:15:13.810,"A NETBIOS/SMB share password is the default, null, or missing.",7.5
CVE-1999-0521,1997-01-01T05:00:00.000,2022-08-17T06:15:15.533,An NIS domain name is easily guessable.,7.2
CVE-1999-0525,1997-01-01T05:00:00.000,2022-08-17T10:15:12.960,IP traceroute is allowed from arbitrary hosts.,0.0
CVE-1999-0534,1997-01-01T05:00:00.000,2022-08-17T10:15:13.107,"A Windows NT user has inappropriate rights or privileges, e.g. Act as System, Add Workstation, Backup, Change System Time, Create Pagefile, Create Permanent Object, Create Token Name, Debug, Generate Security Audit, Increase Priority, Increase Quota, Load Driver, Lock Memory, Profile Single Process, Remote Shutdown, Replace Process Token, Restore, System Environment, Take Ownership, or Unsolicited Input.",4.6
CVE-1999-0535,1997-01-01T05:00:00.000,2022-08-17T08:15:13.967,"A Windows NT account policy for passwords has inappropriate, security-critical settings, e.g. for password length, password age, or uniqueness.",10.0
CVE-1999-0550,1997-01-01T05:00:00.000,2022-08-17T10:15:13.303,A router's routing tables can be obtained from arbitrary hosts.,7.5
CVE-1999-0562,1997-01-01T05:00:00.000,2017-10-19T01:29:00.407,The registry in Windows NT can be accessed remotely by users who are not administrators.,7.5
CVE-1999-0572,1997-01-01T05:00:00.000,2022-08-17T06:15:17.117,".reg files are associated with the Windows NT registry editor (regedit), making the registry susceptible to Trojan Horse attacks.",9.3
CVE-1999-0575,1997-01-01T05:00:00.000,2022-08-17T10:15:13.630,"A Windows NT system's user audit policy does not log an event success or failure, e.g. for Logon and Logoff, File and Object Access, Use of User Rights, User and Group Management, Security Policy Changes, Restart, Shutdown, and System, and Process Tracking.",7.5
CVE-1999-0576,1997-01-01T05:00:00.000,2022-08-17T10:15:13.680,A Windows NT system's file audit policy does not log an event success or failure for security-critical files or directories.,7.5
CVE-1999-0582,1997-01-01T05:00:00.000,2022-08-17T10:15:13.880,"A Windows NT account policy has inappropriate, security-critical settings for lockout, e.g. lockout duration, lockout after bad logon attempts, etc.",5.0
CVE-1999-0626,1997-01-01T05:00:00.000,2022-08-17T10:15:14.487,A version of rusers is running that exposes valid user information to any entity on the network.,0.0
CVE-1999-1120,1997-01-04T05:00:00.000,2017-10-10T01:29:02.530,"netprint in SGI IRIX 6.4 and earlier trusts the PATH environmental variable for finding and executing the disable program, which allows local users to gain privileges.",4.6
CVE-1999-0051,1997-01-06T05:00:00.000,2022-08-17T07:15:09.807,"Arbitrary file creation and program execution using FLEXlm LicenseManager, from versions 4.0 to 5.0, in IRIX.",7.2
CVE-1999-1249,1997-01-06T05:00:00.000,2024-02-14T01:17:43.863,"movemail in HP-UX 10.20 has insecure permissions, which allows local users to gain privileges.",4.6
CVE-1999-1145,1997-01-07T05:00:00.000,2017-10-10T01:29:03.060,Vulnerability in Glance programs in GlancePlus for HP-UX 10.20 and earlier allows local users to access arbitrary files and gain privileges.,7.2
CVE-1999-1311,1997-01-07T05:00:00.000,2011-03-08T02:01:55.547,Vulnerability in dtlogin and dtsession in HP-UX 10.20 and 10.10 allows local users to bypass authentication and gain privileges.,4.6
CVE-1999-0049,1997-01-08T05:00:00.000,2022-08-17T07:15:09.680,Csetup under IRIX allows arbitrary file creation or overwriting.,7.2
